,Collection,PatientID,PatientName,PatientSex,StudyInstanceUID,StudyDate,StudyDescription,PatientAge,SeriesCount,SeriesInstanceUID,Modality,SeriesDescription,SeriesNumber,ManufacturerModelName,SoftwareVersions,Visibility,ImageCount,ProtocolName,SeriesDate
69,CC-Radiomics-Phantom-3,CCR-3-CT10,CCR-3-CT10,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.435708987706229961479043842311,1999-06-22,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.182087414332423467760401136102,CT,Head,1.000000,LightSpeed16,LightSpeedverrel,1,45,8.1 RT SIMULATION PELVIS,1999-06-22
70,CC-Radiomics-Phantom-3,CCR-3-CT10,CCR-3-CT10,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.435708987706229961479043842311,1999-06-22,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.292729623324570423722343651048,CT,Control,1.000000,LightSpeed16,LightSpeedverrel,1,76,8.1 RT SIMULATION PELVIS,1999-06-22
71,CC-Radiomics-Phantom-3,CCR-3-CT10,CCR-3-CT10,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.435708987706229961479043842311,1999-06-22,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.900238388709544125460915881013,CT,Chest,1.000000,LightSpeed16,LightSpeedverrel,1,76,8.1 RT SIMULATION PELVIS,1999-06-22
72,CC-Radiomics-Phantom-3,CCR-3-CT51,CCR-3-CT51,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.131933610798602292565472354058,2000-01-04,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.141040807695819263300938921155,RTSTRUCT,Control,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
73,CC-Radiomics-Phantom-3,CCR-3-CT51,CCR-3-CT51,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.131933610798602292565472354058,2000-01-04,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.562033054695899707154182148505,RTSTRUCT,Chest,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
74,CC-Radiomics-Phantom-3,CCR-3-CT51,CCR-3-CT51,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.131933610798602292565472354058,2000-01-04,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.466278100393224409633504754346,RTSTRUCT,Head,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
75,CC-Radiomics-Phantom-3,CCR-3-CT51,CCR-3-CT51,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.131933610798602292565472354058,2000-01-04,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.989761850544281178347361562648,CT,Chest,1.000000,LightSpeed16,LightSpeedverrel,1,190,8.1 RT SIMULATION PELVIS,2000-01-04
76,CC-Radiomics-Phantom-3,CCR-3-CT51,CCR-3-CT51,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.131933610798602292565472354058,2000-01-04,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.270504366062254694027919437181,CT,Head,1.000000,LightSpeed16,LightSpeedverrel,1,48,8.1 RT SIMULATION PELVIS,2000-01-04
77,CC-Radiomics-Phantom-3,CCR-3-CT51,CCR-3-CT51,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.131933610798602292565472354058,2000-01-04,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.298548102215612724036001916452,CT,Control,1.000000,LightSpeed16,LightSpeedverrel,1,97,8.1 RT SIMULATION PELVIS,2000-01-04
78,CC-Radiomics-Phantom-3,CCR-3-CT33,CCR-3-CT33,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.337913760934011415311147256297,1999-07-17,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.216900982393545816413068224962,RTSTRUCT,Head,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
79,CC-Radiomics-Phantom-3,CCR-3-CT33,CCR-3-CT33,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.337913760934011415311147256297,1999-07-17,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.835230339286418229743528657572,RTSTRUCT,Control,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
80,CC-Radiomics-Phantom-3,CCR-3-CT33,CCR-3-CT33,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.337913760934011415311147256297,1999-07-17,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.189162140187954041169159484268,RTSTRUCT,Chest,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
81,CC-Radiomics-Phantom-3,CCR-3-CT33,CCR-3-CT33,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.337913760934011415311147256297,1999-07-17,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.993095982205901287457682434237,CT,Control,1.000000,LightSpeed16,LightSpeedverrel,1,74,8.1 RT SIMULATION PELVIS,1999-07-17
82,CC-Radiomics-Phantom-3,CCR-3-CT33,CCR-3-CT33,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.337913760934011415311147256297,1999-07-17,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.253644194125692547946335050306,CT,Head,1.000000,LightSpeed16,LightSpeedverrel,1,440,8.1 RT SIMULATION PELVIS,1999-07-17
83,CC-Radiomics-Phantom-3,CCR-3-CT33,CCR-3-CT33,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.337913760934011415311147256297,1999-07-17,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.276215872583433157637055834490,CT,Chest,1.000000,LightSpeed16,LightSpeedverrel,1,110,8.1 RT SIMULATION PELVIS,1999-07-17
84,CC-Radiomics-Phantom-3,CCR-3-CT91,CCR-3-CT91,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.183730785234316411262448322170,2000-01-28,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.259117852262059341128684192149,RTSTRUCT,Chest,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
85,CC-Radiomics-Phantom-3,CCR-3-CT91,CCR-3-CT91,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.183730785234316411262448322170,2000-01-28,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.838452059516459147854269093298,RTSTRUCT,Head,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
86,CC-Radiomics-Phantom-3,CCR-3-CT91,CCR-3-CT91,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.183730785234316411262448322170,2000-01-28,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.502287683604194138787442930732,RTSTRUCT,Control,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
87,CC-Radiomics-Phantom-3,CCR-3-CT91,CCR-3-CT91,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.183730785234316411262448322170,2000-01-28,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.154937696717364446360549681915,CT,Head,1.000000,LightSpeed16,LightSpeedverrel,1,92,8.1 RT SIMULATION PELVIS,2000-01-28
88,CC-Radiomics-Phantom-3,CCR-3-CT91,CCR-3-CT91,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.183730785234316411262448322170,2000-01-28,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.102973294391255697474966487160,CT,Chest,1.000000,LightSpeed16,LightSpeedverrel,1,91,8.1 RT SIMULATION PELVIS,2000-01-28
89,CC-Radiomics-Phantom-3,CCR-3-CT91,CCR-3-CT91,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.183730785234316411262448322170,2000-01-28,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.530872648940285337344684722889,CT,Control,1.000000,LightSpeed16,LightSpeedverrel,1,93,8.1 RT SIMULATION PELVIS,2000-01-28
90,CC-Radiomics-Phantom-3,CCR-3-CT28,CCR-3-CT28,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.184847279840619670895172375058,2000-02-07,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.219863873916249118615069371444,RTSTRUCT,Control,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
91,CC-Radiomics-Phantom-3,CCR-3-CT28,CCR-3-CT28,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.184847279840619670895172375058,2000-02-07,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.794058507032484992151280206559,RTSTRUCT,Head,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
92,CC-Radiomics-Phantom-3,CCR-3-CT28,CCR-3-CT28,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.184847279840619670895172375058,2000-02-07,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.296664407603695535442253089299,RTSTRUCT,Chest,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
93,CC-Radiomics-Phantom-3,CCR-3-CT28,CCR-3-CT28,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.184847279840619670895172375058,2000-02-07,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.277042849761095061844211177960,CT,Head,1.000000,LightSpeed16,LightSpeedverrel,1,60,8.1 RT SIMULATION PELVIS,2000-02-07
94,CC-Radiomics-Phantom-3,CCR-3-CT28,CCR-3-CT28,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.184847279840619670895172375058,2000-02-07,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.788130753833395832673478440866,CT,Chest,1.000000,LightSpeed16,LightSpeedverrel,1,61,8.1 RT SIMULATION PELVIS,2000-02-07
95,CC-Radiomics-Phantom-3,CCR-3-CT28,CCR-3-CT28,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.184847279840619670895172375058,2000-02-07,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.284324564982896098817703161142,CT,Control,1.000000,LightSpeed16,LightSpeedverrel,1,121,8.1 RT SIMULATION PELVIS,2000-02-07
96,CC-Radiomics-Phantom-3,CCR-3-CT42,CCR-3-CT42,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.874420285986487783689467337441,2000-02-06,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.198637802625295404083668884917,RTSTRUCT,Control,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
97,CC-Radiomics-Phantom-3,CCR-3-CT42,CCR-3-CT42,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.874420285986487783689467337441,2000-02-06,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.220580842035733880038037939099,RTSTRUCT,Head,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
98,CC-Radiomics-Phantom-3,CCR-3-CT42,CCR-3-CT42,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.874420285986487783689467337441,2000-02-06,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.263393583991734938376053722300,RTSTRUCT,Chest,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
99,CC-Radiomics-Phantom-3,CCR-3-CT42,CCR-3-CT42,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.874420285986487783689467337441,2000-02-06,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.155479329730500359480564388116,CT,Chest,1.000000,LightSpeed16,LightSpeedverrel,1,47,8.1 RT SIMULATION PELVIS,2000-02-06
100,CC-Radiomics-Phantom-3,CCR-3-CT42,CCR-3-CT42,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.874420285986487783689467337441,2000-02-06,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.102513368433406392212836874808,CT,Head,1.000000,LightSpeed16,LightSpeedverrel,1,78,8.1 RT SIMULATION PELVIS,2000-02-06
101,CC-Radiomics-Phantom-3,CCR-3-CT42,CCR-3-CT42,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.874420285986487783689467337441,2000-02-06,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.170796700723238032281428874336,CT,Control,1.000000,LightSpeed16,LightSpeedverrel,1,78,8.1 RT SIMULATION PELVIS,2000-02-06
102,CC-Radiomics-Phantom-3,CCR-3-CT58,CCR-3-CT58,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.300978216769701740606410293448,1999-02-12,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.192043353333985961358604357754,RTSTRUCT,Control,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
103,CC-Radiomics-Phantom-3,CCR-3-CT58,CCR-3-CT58,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.300978216769701740606410293448,1999-02-12,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.221794326591212596206124159674,RTSTRUCT,Chest,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
104,CC-Radiomics-Phantom-3,CCR-3-CT58,CCR-3-CT58,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.300978216769701740606410293448,1999-02-12,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.292408852236187801192992288249,RTSTRUCT,Head,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
105,CC-Radiomics-Phantom-3,CCR-3-CT58,CCR-3-CT58,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.300978216769701740606410293448,1999-02-12,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.320072821056591797248056459575,CT,Control,1.000000,LightSpeed16,LightSpeedverrel,1,93,8.1 RT SIMULATION PELVIS,2000-02-12
106,CC-Radiomics-Phantom-3,CCR-3-CT58,CCR-3-CT58,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.300978216769701740606410293448,1999-02-12,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.284963947536951001681041869138,CT,Chest,1.000000,LightSpeed16,LightSpeedverrel,1,90,8.1 RT SIMULATION PELVIS,2000-02-12
107,CC-Radiomics-Phantom-3,CCR-3-CT58,CCR-3-CT58,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.300978216769701740606410293448,1999-02-12,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.313427896062972367494498626028,CT,Head,1.000000,LightSpeed16,LightSpeedverrel,1,89,8.1 RT SIMULATION PELVIS,2000-02-12
108,CC-Radiomics-Phantom-3,CCR-3-CT69,CCR-3-CT69,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.172135398620495783319393895031,1999-12-14,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.815094155566014382685302330424,RTSTRUCT,Head,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
109,CC-Radiomics-Phantom-3,CCR-3-CT69,CCR-3-CT69,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.172135398620495783319393895031,1999-12-14,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.223311664570586347387784595512,RTSTRUCT,Chest,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
110,CC-Radiomics-Phantom-3,CCR-3-CT69,CCR-3-CT69,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.172135398620495783319393895031,1999-12-14,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.277702095864338912978172072135,RTSTRUCT,Control,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
111,CC-Radiomics-Phantom-3,CCR-3-CT69,CCR-3-CT69,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.172135398620495783319393895031,1999-12-14,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.157575559035643183948328668972,CT,Chest,1.000000,LightSpeed16,LightSpeedverrel,1,121,8.1 RT SIMULATION PELVIS,1999-12-14
112,CC-Radiomics-Phantom-3,CCR-3-CT69,CCR-3-CT69,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.172135398620495783319393895031,1999-12-14,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.375035404683528906596994438038,CT,Head,1.000000,LightSpeed16,LightSpeedverrel,1,121,8.1 RT SIMULATION PELVIS,1999-12-14
113,CC-Radiomics-Phantom-3,CCR-3-CT69,CCR-3-CT69,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.172135398620495783319393895031,1999-12-14,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.402966582351127349393292781589,CT,Control,1.000000,LightSpeed16,LightSpeedverrel,1,121,8.1 RT SIMULATION PELVIS,1999-12-14
114,CC-Radiomics-Phantom-3,CCR-3-CT14,CCR-3-CT14,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.227576218820024561289525069434,1999-07-13,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.149260447233314220160108962687,RTSTRUCT,Control,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
115,CC-Radiomics-Phantom-3,CCR-3-CT14,CCR-3-CT14,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.227576218820024561289525069434,1999-07-13,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.254617968447071591762119026070,RTSTRUCT,Chest,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
116,CC-Radiomics-Phantom-3,CCR-3-CT14,CCR-3-CT14,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.227576218820024561289525069434,1999-07-13,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.329208434795523171165913477792,RTSTRUCT,Head,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
117,CC-Radiomics-Phantom-3,CCR-3-CT14,CCR-3-CT14,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.227576218820024561289525069434,1999-07-13,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.160095939999237710502278280870,CT,Head,1.000000,LightSpeed16,LightSpeedverrel,1,43,8.1 RT SIMULATION PELVIS,1999-07-13
118,CC-Radiomics-Phantom-3,CCR-3-CT14,CCR-3-CT14,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.227576218820024561289525069434,1999-07-13,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.446464353585914840609129702546,CT,Chest,1.000000,LightSpeed16,LightSpeedverrel,1,71,8.1 RT SIMULATION PELVIS,1999-07-13
119,CC-Radiomics-Phantom-3,CCR-3-CT14,CCR-3-CT14,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.227576218820024561289525069434,1999-07-13,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.294730581256750142883295837509,CT,Control,1.000000,LightSpeed16,LightSpeedverrel,1,71,8.1 RT SIMULATION PELVIS,1999-07-13
120,CC-Radiomics-Phantom-3,CCR-3-CT79,CCR-3-CT79,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.299874862148721642264894009712,2000-02-07,Radiomics Phantom,000Y,2,1.3.6.1.4.1.14519.5.2.1.1706.3977.109839114337269032761745624054,RTSTRUCT,Chest,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
121,CC-Radiomics-Phantom-3,CCR-3-CT79,CCR-3-CT79,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.299874862148721642264894009712,2000-02-07,Radiomics Phantom,000Y,2,1.3.6.1.4.1.14519.5.2.1.1706.3977.110836499451085991756803038160,CT,Chest,1.000000,LightSpeed16,LightSpeedverrel,1,92,8.1 RT SIMULATION PELVIS,2000-02-07
122,CC-Radiomics-Phantom-3,CCR-3-CT79,CCR-3-CT79,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.309570068971135796192396795106,2000-02-07,Radiomics Phantom,000Y,2,1.3.6.1.4.1.14519.5.2.1.1706.3977.615220528757308166281741838870,RTSTRUCT,Control,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
123,CC-Radiomics-Phantom-3,CCR-3-CT79,CCR-3-CT79,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.309570068971135796192396795106,2000-02-07,Radiomics Phantom,000Y,2,1.3.6.1.4.1.14519.5.2.1.1706.3977.282661041658134893575930676841,CT,Control,1.000000,LightSpeed16,LightSpeedverrel,1,76,8.1 RT SIMULATION PELVIS,2000-02-07
124,CC-Radiomics-Phantom-3,CCR-3-CT16,CCR-3-CT16,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.229108538473051231846683827613,2000-01-24,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.250807530876805388355238972498,RTSTRUCT,Control,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
125,CC-Radiomics-Phantom-3,CCR-3-CT16,CCR-3-CT16,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.229108538473051231846683827613,2000-01-24,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.182261754278104585145381386795,RTSTRUCT,Chest,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
126,CC-Radiomics-Phantom-3,CCR-3-CT16,CCR-3-CT16,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.229108538473051231846683827613,2000-01-24,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.990664398280879650347683172555,RTSTRUCT,Head,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
127,CC-Radiomics-Phantom-3,CCR-3-CT16,CCR-3-CT16,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.229108538473051231846683827613,2000-01-24,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.207789027018748498826761009681,CT,Chest,1.000000,LightSpeed16,LightSpeedverrel,1,100,8.1 RT SIMULATION PELVIS,2000-01-24
128,CC-Radiomics-Phantom-3,CCR-3-CT16,CCR-3-CT16,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.229108538473051231846683827613,2000-01-24,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.129772834811982472545672152878,CT,Control,1.000000,LightSpeed16,LightSpeedverrel,1,91,8.1 RT SIMULATION PELVIS,2000-01-24
129,CC-Radiomics-Phantom-3,CCR-3-CT16,CCR-3-CT16,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.229108538473051231846683827613,2000-01-24,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.300646634281945638621922620626,CT,Head,1.000000,LightSpeed16,LightSpeedverrel,1,100,8.1 RT SIMULATION PELVIS,2000-01-24
130,CC-Radiomics-Phantom-3,CCR-3-CT37,CCR-3-CT37,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.104077450554518321656064619367,1999-08-21,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.213525194230531093182268032905,RTSTRUCT,Chest,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
131,CC-Radiomics-Phantom-3,CCR-3-CT37,CCR-3-CT37,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.104077450554518321656064619367,1999-08-21,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.223018521193653096808857010467,RTSTRUCT,Head,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
132,CC-Radiomics-Phantom-3,CCR-3-CT37,CCR-3-CT37,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.104077450554518321656064619367,1999-08-21,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.249579531704245620161850412620,RTSTRUCT,Control,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
133,CC-Radiomics-Phantom-3,CCR-3-CT37,CCR-3-CT37,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.104077450554518321656064619367,1999-08-21,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.100195046612654508102713898304,CT,Chest,1.000000,LightSpeed16,LightSpeedverrel,1,75,8.1 RT SIMULATION PELVIS,1999-08-21
134,CC-Radiomics-Phantom-3,CCR-3-CT37,CCR-3-CT37,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.104077450554518321656064619367,1999-08-21,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.292310896704350639803029110878,CT,Head,1.000000,LightSpeed16,LightSpeedverrel,1,45,8.1 RT SIMULATION PELVIS,1999-08-21
135,CC-Radiomics-Phantom-3,CCR-3-CT37,CCR-3-CT37,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.104077450554518321656064619367,1999-08-21,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.121230715882476041452912397846,CT,Control,1.000000,LightSpeed16,LightSpeedverrel,1,75,8.1 RT SIMULATION PELVIS,1999-08-21
136,CC-Radiomics-Phantom-3,CCR-3-CT40,CCR-3-CT40,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.506809978188195782409493646999,2000-02-08,Radiomics Phantom,000Y,4,1.3.6.1.4.1.14519.5.2.1.1706.3977.102513437629350183397000713101,RTSTRUCT,Control,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
137,CC-Radiomics-Phantom-3,CCR-3-CT40,CCR-3-CT40,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.506809978188195782409493646999,2000-02-08,Radiomics Phantom,000Y,4,1.3.6.1.4.1.14519.5.2.1.1706.3977.160782008546083019689670610002,RTSTRUCT,Chest,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
138,CC-Radiomics-Phantom-3,CCR-3-CT40,CCR-3-CT40,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.506809978188195782409493646999,2000-02-08,Radiomics Phantom,000Y,4,1.3.6.1.4.1.14519.5.2.1.1706.3977.826519165355078219241930988019,CT,Control,1.000000,LightSpeed16,LightSpeedverrel,1,77,8.1 RT SIMULATION PELVIS,2000-02-08
139,CC-Radiomics-Phantom-3,CCR-3-CT40,CCR-3-CT40,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.506809978188195782409493646999,2000-02-08,Radiomics Phantom,000Y,4,1.3.6.1.4.1.14519.5.2.1.1706.3977.247383191709803803189959350238,CT,Chest,1.000000,LightSpeed16,LightSpeedverrel,1,46,8.1 RT SIMULATION PELVIS,2000-02-08
