,Collection,PatientID,PatientName,PatientSex,StudyInstanceUID,StudyDate,StudyDescription,PatientAge,SeriesCount,SeriesInstanceUID,Modality,SeriesDescription,SeriesNumber,ManufacturerModelName,SoftwareVersions,Visibility,ImageCount,ProtocolName,SeriesDate
140,CC-Radiomics-Phantom-3,CCR-3-CT1,CCR-3-CT1,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.244538129136965914327075202653,1999-06-20,Radiomics Phantom,000Y,4,1.3.6.1.4.1.14519.5.2.1.1706.3977.231400582998317173537383357832,RTSTRUCT,Chest,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
141,CC-Radiomics-Phantom-3,CCR-3-CT1,CCR-3-CT1,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.244538129136965914327075202653,1999-06-20,Radiomics Phantom,000Y,4,1.3.6.1.4.1.14519.5.2.1.1706.3977.111401182478759027293179712997,RTSTRUCT,Control,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
142,CC-Radiomics-Phantom-3,CCR-3-CT1,CCR-3-CT1,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.244538129136965914327075202653,1999-06-20,Radiomics Phantom,000Y,4,1.3.6.1.4.1.14519.5.2.1.1706.3977.550083496524707674689346185429,CT,Control,1.000000,LightSpeed16,LightSpeedverrel,1,81,8.1 RT SIMULATION PELVIS,1999-06-20
143,CC-Radiomics-Phantom-3,CCR-3-CT1,CCR-3-CT1,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.244538129136965914327075202653,1999-06-20,Radiomics Phantom,000Y,4,1.3.6.1.4.1.14519.5.2.1.1706.3977.156505637415582119280888366710,CT,Chest,1.000000,LightSpeed16,LightSpeedverrel,1,49,8.1 RT SIMULATION PELVIS,1999-06-20
144,CC-Radiomics-Phantom-3,CCR-3-CT95,CCR-3-CT95,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.161568693150450094091667064854,2000-01-30,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.297236062383608868205995496346,RTSTRUCT,Control,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
145,CC-Radiomics-Phantom-3,CCR-3-CT95,CCR-3-CT95,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.161568693150450094091667064854,2000-01-30,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.957269124008491144012397094399,RTSTRUCT,Chest,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
146,CC-Radiomics-Phantom-3,CCR-3-CT95,CCR-3-CT95,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.161568693150450094091667064854,2000-01-30,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.140082850126536352184219261207,RTSTRUCT,Head,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
147,CC-Radiomics-Phantom-3,CCR-3-CT95,CCR-3-CT95,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.161568693150450094091667064854,2000-01-30,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.140691314293752361663086233279,CT,Head,1.000000,LightSpeed16,LightSpeedverrel,1,87,8.1 RT SIMULATION PELVIS,2000-01-30
148,CC-Radiomics-Phantom-3,CCR-3-CT95,CCR-3-CT95,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.161568693150450094091667064854,2000-01-30,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.814256354450600798355239082052,CT,Chest,1.000000,LightSpeed16,LightSpeedverrel,1,89,8.1 RT SIMULATION PELVIS,2000-01-30
149,CC-Radiomics-Phantom-3,CCR-3-CT95,CCR-3-CT95,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.161568693150450094091667064854,2000-01-30,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.290500357622493933291841793250,CT,Control,1.000000,LightSpeed16,LightSpeedverrel,1,87,8.1 RT SIMULATION PELVIS,2000-01-30
150,CC-Radiomics-Phantom-3,CCR-3-CT77,CCR-3-CT77,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.763034517004521765836547930881,2000-02-07,Radiomics Phantom,000Y,2,1.3.6.1.4.1.14519.5.2.1.1706.3977.180412503204702583137516773635,RTSTRUCT,Head,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
151,CC-Radiomics-Phantom-3,CCR-3-CT77,CCR-3-CT77,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.763034517004521765836547930881,2000-02-07,Radiomics Phantom,000Y,2,1.3.6.1.4.1.14519.5.2.1.1706.3977.155261809822943648208702043742,CT,Head,1.000000,LightSpeed16,LightSpeedverrel,1,57,8.1 RT SIMULATION PELVIS,2000-02-07
152,CC-Radiomics-Phantom-3,CCR-3-CT77,CCR-3-CT77,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.175871048551513394358934969681,2000-02-07,Radiomics Phantom,000Y,2,1.3.6.1.4.1.14519.5.2.1.1706.3977.532641246752950155986220236204,RTSTRUCT,Chest,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
153,CC-Radiomics-Phantom-3,CCR-3-CT77,CCR-3-CT77,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.175871048551513394358934969681,2000-02-07,Radiomics Phantom,000Y,2,1.3.6.1.4.1.14519.5.2.1.1706.3977.395521475816883855322691134795,CT,Chest,1.000000,LightSpeed16,LightSpeedverrel,1,88,8.1 RT SIMULATION PELVIS,2000-02-07
154,CC-Radiomics-Phantom-3,CCR-3-CT77,CCR-3-CT77,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.334662282163300606187779205822,2000-02-07,Radiomics Phantom,000Y,2,1.3.6.1.4.1.14519.5.2.1.1706.3977.103236540196136045955893573033,RTSTRUCT,Control,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
155,CC-Radiomics-Phantom-3,CCR-3-CT77,CCR-3-CT77,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.334662282163300606187779205822,2000-02-07,Radiomics Phantom,000Y,2,1.3.6.1.4.1.14519.5.2.1.1706.3977.109759360595246917208653377450,CT,Control,1.000000,LightSpeed16,LightSpeedverrel,1,76,8.1 RT SIMULATION PELVIS,2000-02-07
156,CC-Radiomics-Phantom-3,CCR-3-CT44,CCR-3-CT44,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.144293718205252308961189697961,2000-02-06,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.158726764054169414823093406097,RTSTRUCT,Chest,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
157,CC-Radiomics-Phantom-3,CCR-3-CT44,CCR-3-CT44,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.144293718205252308961189697961,2000-02-06,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.140926108837217620795650339030,RTSTRUCT,Control,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
158,CC-Radiomics-Phantom-3,CCR-3-CT44,CCR-3-CT44,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.144293718205252308961189697961,2000-02-06,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.122660663825376381631415605620,RTSTRUCT,Head,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
159,CC-Radiomics-Phantom-3,CCR-3-CT44,CCR-3-CT44,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.144293718205252308961189697961,2000-02-06,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.217461352877737616527652250344,CT,Control,1.000000,LightSpeed16,LightSpeedverrel,1,91,8.1 RT SIMULATION PELVIS,2000-02-06
160,CC-Radiomics-Phantom-3,CCR-3-CT44,CCR-3-CT44,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.144293718205252308961189697961,2000-02-06,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.511877957777812057346159478694,CT,Head,1.000000,LightSpeed16,LightSpeedverrel,1,89,8.1 RT SIMULATION PELVIS,2000-02-06
161,CC-Radiomics-Phantom-3,CCR-3-CT44,CCR-3-CT44,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.144293718205252308961189697961,2000-02-06,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.305858445620052771131661527439,CT,Chest,1.000000,LightSpeed16,LightSpeedverrel,1,92,8.1 RT SIMULATION PELVIS,2000-02-06
162,CC-Radiomics-Phantom-3,CCR-3-CT9,CCR-3-CT9,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.747893945523743831927455408561,1999-05-03,Radiomics Phantom,000Y,2,1.3.6.1.4.1.14519.5.2.1.1706.3977.327337868707699608919241350925,RTSTRUCT,Control,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
163,CC-Radiomics-Phantom-3,CCR-3-CT9,CCR-3-CT9,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.747893945523743831927455408561,1999-05-03,Radiomics Phantom,000Y,2,1.3.6.1.4.1.14519.5.2.1.1706.3977.181179538792609206614347104505,CT,Control,1.000000,LightSpeed16,LightSpeedverrel,1,82,8.1 RT SIMULATION PELVIS,1999-05-03
164,CC-Radiomics-Phantom-3,CCR-3-CT50,CCR-3-CT50,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.148078000426775008445113869585,2000-01-04,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.207772458867294602507077616152,RTSTRUCT,Head,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
165,CC-Radiomics-Phantom-3,CCR-3-CT50,CCR-3-CT50,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.148078000426775008445113869585,2000-01-04,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.314455911563748547416327839770,RTSTRUCT,Control,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
166,CC-Radiomics-Phantom-3,CCR-3-CT50,CCR-3-CT50,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.148078000426775008445113869585,2000-01-04,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.176220823651902962911697240727,RTSTRUCT,Chest,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
167,CC-Radiomics-Phantom-3,CCR-3-CT50,CCR-3-CT50,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.148078000426775008445113869585,2000-01-04,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.162769686025448734046534840292,CT,Control,1.000000,LightSpeed16,LightSpeedverrel,1,92,8.1 RT SIMULATION PELVIS,2000-01-04
168,CC-Radiomics-Phantom-3,CCR-3-CT50,CCR-3-CT50,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.148078000426775008445113869585,2000-01-04,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.146429054753303452769545628703,CT,Chest,1.000000,LightSpeed16,LightSpeedverrel,1,92,8.1 RT SIMULATION PELVIS,2000-01-04
169,CC-Radiomics-Phantom-3,CCR-3-CT50,CCR-3-CT50,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.148078000426775008445113869585,2000-01-04,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.894552328602000341887274290817,CT,Head,1.000000,LightSpeed16,LightSpeedverrel,1,88,8.1 RT SIMULATION PELVIS,2000-01-04
170,CC-Radiomics-Phantom-3,CCR-3-CT84,CCR-3-CT84,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.327038672294482109653185258557,2000-01-04,Radiomics Phantom,000Y,4,1.3.6.1.4.1.14519.5.2.1.1706.3977.188439164044187758788082460454,RTSTRUCT,Chest,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
171,CC-Radiomics-Phantom-3,CCR-3-CT84,CCR-3-CT84,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.327038672294482109653185258557,2000-01-04,Radiomics Phantom,000Y,4,1.3.6.1.4.1.14519.5.2.1.1706.3977.278065004004692210901307886747,RTSTRUCT,Control,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
172,CC-Radiomics-Phantom-3,CCR-3-CT84,CCR-3-CT84,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.327038672294482109653185258557,2000-01-04,Radiomics Phantom,000Y,4,1.3.6.1.4.1.14519.5.2.1.1706.3977.771341626416093021216807486842,CT,Control,1.000000,LightSpeed16,LightSpeedverrel,1,93,8.1 RT SIMULATION PELVIS,2000-01-04
173,CC-Radiomics-Phantom-3,CCR-3-CT84,CCR-3-CT84,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.327038672294482109653185258557,2000-01-04,Radiomics Phantom,000Y,4,1.3.6.1.4.1.14519.5.2.1.1706.3977.237946207856933663228272893640,CT,Chest,1.000000,LightSpeed16,LightSpeedverrel,1,90,8.1 RT SIMULATION PELVIS,2000-01-04
174,CC-Radiomics-Phantom-3,CCR-3-CT45,CCR-3-CT45,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.276617793761338293736857045395,2000-01-18,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.106827281677139464216070528008,RTSTRUCT,Control,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
175,CC-Radiomics-Phantom-3,CCR-3-CT45,CCR-3-CT45,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.276617793761338293736857045395,2000-01-18,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.236797356211573917315021710690,RTSTRUCT,Head,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
176,CC-Radiomics-Phantom-3,CCR-3-CT45,CCR-3-CT45,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.276617793761338293736857045395,2000-01-18,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.194172262799985178691403812263,RTSTRUCT,Chest,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
177,CC-Radiomics-Phantom-3,CCR-3-CT45,CCR-3-CT45,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.276617793761338293736857045395,2000-01-18,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.852598292158140502646519440546,CT,Control,1.000000,LightSpeed16,LightSpeedverrel,1,161,8.1 RT SIMULATION PELVIS,2000-01-18
178,CC-Radiomics-Phantom-3,CCR-3-CT45,CCR-3-CT45,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.276617793761338293736857045395,2000-01-18,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.547200733279440175461452138198,CT,Head,1.000000,LightSpeed16,LightSpeedverrel,1,161,8.1 RT SIMULATION PELVIS,2000-01-18
179,CC-Radiomics-Phantom-3,CCR-3-CT45,CCR-3-CT45,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.276617793761338293736857045395,2000-01-18,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.307782290220690156822868898551,CT,Chest,1.000000,LightSpeed16,LightSpeedverrel,1,161,8.1 RT SIMULATION PELVIS,2000-01-18
180,CC-Radiomics-Phantom-3,CCR-3-CT80,CCR-3-CT80,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.232828777293114214166329493356,2000-02-07,Radiomics Phantom,000Y,2,1.3.6.1.4.1.14519.5.2.1.1706.3977.139591483603946198054313724150,RTSTRUCT,Head,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
181,CC-Radiomics-Phantom-3,CCR-3-CT80,CCR-3-CT80,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.232828777293114214166329493356,2000-02-07,Radiomics Phantom,000Y,2,1.3.6.1.4.1.14519.5.2.1.1706.3977.352659289567925365858012380930,CT,Head,1.000000,LightSpeed16,LightSpeedverrel,1,57,8.1 RT SIMULATION PELVIS,2000-02-07
182,CC-Radiomics-Phantom-3,CCR-3-CT80,CCR-3-CT80,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.127438173368636332362920482641,2000-02-07,Radiomics Phantom,000Y,2,1.3.6.1.4.1.14519.5.2.1.1706.3977.215295641437562302626897988636,RTSTRUCT,Control,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
183,CC-Radiomics-Phantom-3,CCR-3-CT80,CCR-3-CT80,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.127438173368636332362920482641,2000-02-07,Radiomics Phantom,000Y,2,1.3.6.1.4.1.14519.5.2.1.1706.3977.398204388224330509348817402353,CT,Control,1.000000,LightSpeed16,LightSpeedverrel,1,75,8.1 RT SIMULATION PELVIS,2000-02-07
184,CC-Radiomics-Phantom-3,CCR-3-CT80,CCR-3-CT80,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.379832985041591954536669584178,2000-02-07,Radiomics Phantom,000Y,2,1.3.6.1.4.1.14519.5.2.1.1706.3977.145856343669591215685439628814,RTSTRUCT,Chest,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
185,CC-Radiomics-Phantom-3,CCR-3-CT80,CCR-3-CT80,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.379832985041591954536669584178,2000-02-07,Radiomics Phantom,000Y,2,1.3.6.1.4.1.14519.5.2.1.1706.3977.207935072130267062550183330257,CT,Chest,1.000000,LightSpeed16,LightSpeedverrel,1,91,8.1 RT SIMULATION PELVIS,2000-02-07
186,CC-Radiomics-Phantom-3,CCR-3-CT68,CCR-3-CT68,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.619113417503507901486492761112,1999-12-14,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.134097047582586597406686182781,RTSTRUCT,Chest,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
187,CC-Radiomics-Phantom-3,CCR-3-CT68,CCR-3-CT68,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.619113417503507901486492761112,1999-12-14,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.357140190629324242089278275097,RTSTRUCT,Control,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
188,CC-Radiomics-Phantom-3,CCR-3-CT68,CCR-3-CT68,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.619113417503507901486492761112,1999-12-14,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.138983403809146110150114053641,RTSTRUCT,Head,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
189,CC-Radiomics-Phantom-3,CCR-3-CT68,CCR-3-CT68,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.619113417503507901486492761112,1999-12-14,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.229384612256955473107571590442,CT,Chest,1.000000,LightSpeed16,LightSpeedverrel,1,97,8.1 RT SIMULATION PELVIS,1999-12-14
190,CC-Radiomics-Phantom-3,CCR-3-CT68,CCR-3-CT68,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.619113417503507901486492761112,1999-12-14,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.188778703479546488258422406333,CT,Head,1.000000,LightSpeed16,LightSpeedverrel,1,97,8.1 RT SIMULATION PELVIS,1999-12-14
191,CC-Radiomics-Phantom-3,CCR-3-CT68,CCR-3-CT68,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.619113417503507901486492761112,1999-12-14,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.117517957537277697255567679773,CT,Control,1.000000,LightSpeed16,LightSpeedverrel,1,97,8.1 RT SIMULATION PELVIS,1999-12-14
192,CC-Radiomics-Phantom-3,CCR-3-CT49,CCR-3-CT49,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.238641231792458113807350168426,2000-02-07,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.982540251776588057264475724198,RTSTRUCT,Control,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
193,CC-Radiomics-Phantom-3,CCR-3-CT49,CCR-3-CT49,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.238641231792458113807350168426,2000-02-07,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.318983612825741201525323675050,RTSTRUCT,Head,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
194,CC-Radiomics-Phantom-3,CCR-3-CT49,CCR-3-CT49,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.238641231792458113807350168426,2000-02-07,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.328729617557847927201281336151,RTSTRUCT,Chest,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
195,CC-Radiomics-Phantom-3,CCR-3-CT49,CCR-3-CT49,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.238641231792458113807350168426,2000-02-07,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.153842004905942078092815293275,CT,Head,1.000000,LightSpeed16,LightSpeedverrel,1,92,8.1 RT SIMULATION PELVIS,2000-02-07
196,CC-Radiomics-Phantom-3,CCR-3-CT49,CCR-3-CT49,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.238641231792458113807350168426,2000-02-07,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.155537974652243495268254846976,CT,Chest,1.000000,LightSpeed16,LightSpeedverrel,1,92,8.1 RT SIMULATION PELVIS,2000-02-07
197,CC-Radiomics-Phantom-3,CCR-3-CT49,CCR-3-CT49,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.238641231792458113807350168426,2000-02-07,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.889196266335483994508294702862,CT,Control,1.000000,LightSpeed16,LightSpeedverrel,1,91,8.1 RT SIMULATION PELVIS,2000-02-07
198,CC-Radiomics-Phantom-3,CCR-3-CT52,CCR-3-CT52,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.136536821421381292609900251931,2000-02-06,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.105281917371519705790274895430,RTSTRUCT,Head,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
199,CC-Radiomics-Phantom-3,CCR-3-CT52,CCR-3-CT52,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.136536821421381292609900251931,2000-02-06,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.163887817368775666527762816910,RTSTRUCT,Chest,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
200,CC-Radiomics-Phantom-3,CCR-3-CT52,CCR-3-CT52,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.136536821421381292609900251931,2000-02-06,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.288182529996765245643944063762,RTSTRUCT,Control,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
201,CC-Radiomics-Phantom-3,CCR-3-CT52,CCR-3-CT52,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.136536821421381292609900251931,2000-02-06,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.138015154997986178338099467641,CT,Control,1.000000,LightSpeed16,LightSpeedverrel,1,79,8.1 RT SIMULATION PELVIS,2000-02-06
202,CC-Radiomics-Phantom-3,CCR-3-CT52,CCR-3-CT52,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.136536821421381292609900251931,2000-02-06,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.250314192284756501654383876703,CT,Chest,1.000000,LightSpeed16,LightSpeedverrel,1,48,8.1 RT SIMULATION PELVIS,2000-02-06
203,CC-Radiomics-Phantom-3,CCR-3-CT52,CCR-3-CT52,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.136536821421381292609900251931,2000-02-06,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.164595851513542099928001334840,CT,Head,1.000000,LightSpeed16,LightSpeedverrel,1,60,8.1 RT SIMULATION PELVIS,2000-02-06
204,CC-Radiomics-Phantom-3,CCR-3-CT11,CCR-3-CT11,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.281218504060958770467067138763,1999-06-11,Radiomics Phantom,000Y,4,1.3.6.1.4.1.14519.5.2.1.1706.3977.711431558548383789242348149192,RTSTRUCT,Control,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
205,CC-Radiomics-Phantom-3,CCR-3-CT11,CCR-3-CT11,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.281218504060958770467067138763,1999-06-11,Radiomics Phantom,000Y,4,1.3.6.1.4.1.14519.5.2.1.1706.3977.326853452254273645886897949296,RTSTRUCT,Chest,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
206,CC-Radiomics-Phantom-3,CCR-3-CT11,CCR-3-CT11,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.281218504060958770467067138763,1999-06-11,Radiomics Phantom,000Y,4,1.3.6.1.4.1.14519.5.2.1.1706.3977.315982672683826148284760598507,CT,Chest,1.000000,LightSpeed16,LightSpeedverrel,1,45,8.1 RT SIMULATION PELVIS,1999-06-11
207,CC-Radiomics-Phantom-3,CCR-3-CT11,CCR-3-CT11,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.281218504060958770467067138763,1999-06-11,Radiomics Phantom,000Y,4,1.3.6.1.4.1.14519.5.2.1.1706.3977.289400581347049601038570855104,CT,Control,1.000000,LightSpeed16,LightSpeedverrel,1,89,8.1 RT SIMULATION PELVIS,1999-06-11
208,CC-Radiomics-Phantom-3,CCR-3-CT86,CCR-3-CT86,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.329176629474712446639858369200,1999-12-25,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.278795364803360605564879719684,RTSTRUCT,Chest,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
209,CC-Radiomics-Phantom-3,CCR-3-CT86,CCR-3-CT86,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.329176629474712446639858369200,1999-12-25,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.336384058771252172551280644441,RTSTRUCT,Control,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
210,CC-Radiomics-Phantom-3,CCR-3-CT86,CCR-3-CT86,M,1.3.6.1.4.1.14519.5.2.1.1706.3977.329176629474712446639858369200,1999-12-25,Radiomics Phantom,000Y,6,1.3.6.1.4.1.14519.5.2.1.1706.3977.114430585298293554779358369106,RTSTRUCT,Head,1.000000,Vision 7.3 - External Beam Planning,OS 7.3.10,1,1,,
